,nome,partido,posicionamento,ano,posicionamento_id
541,Promotor Afonso Gil,PDT,Centro-esquerda,2003,1
542,Alberto Fraga,PTB,Direita,2003,4
543,Derval de Paiva,PMDB,Centro,2003,2
544,Hamilton Casara,PSB,Centro-esquerda,2003,1
545,Jurandir Boia,PSB,Centro-esquerda,2003,1
546,Eduardo Paes,PFL,Centro-direita,2003,3
547,Jonival Lucas Junior,PMDB,Centro,2003,2
548,José Santana de Vasconcellos,PL,Centro-direita,2003,3
549,Lúcia Braga,PMN,Centro,2003,2
550,Miguel de Souza,PL,Centro-direita,2003,3
551,Milton Monti,PL,Centro-direita,2003,3
552,Sandro Mabel,PL,Centro-direita,2003,3
553,Wellington Fagundes,PL,Centro-direita,2003,3
554,Airton Roveda,PMDB,Centro,2003,2
555,João Magalhães,PMDB,Centro,2003,2
556,Sandro Matos,PTB,Direita,2003,4
557,Giacobo,PL,Centro-direita,2003,3
558,Medeiros,PL,Centro-direita,2003,3
559,Roberto Pessoa,PL,Centro-direita,2003,3
560,Valdemar Costa Neto,PL,Centro-direita,2003,3
561,Abelardo Lupion,PFL,Centro-direita,2004,3
562,Adão Pretto,PT,Esquerda,2004,0
563,Adelor Vieira,PMDB,Centro,2004,2
564,Affonso Camargo,PSDB,Centro,2004,2
565,Airton Roveda,PMDB,Centro,2004,2
566,Alberto Fraga,PTB,Direita,2004,4
567,Alberto Goldman,PSDB,Centro,2004,2
568,Alceste Almeida,PMDB,Centro,2004,2
569,Alexandre Santos,PP,Direita,2004,4
570,Alice Portugal,PCdoB,Esquerda,2004,0
571,Almerinda de Carvalho,PMDB,Centro,2004,2
572,Aloysio Nunes Ferreira,PSDB,Centro,2004,2
573,André de Paula,PFL,Centro-direita,2004,3
574,André Zacharow,PP,Direita,2004,4
575,Aníbal Gomes,PMDB,Centro,2004,2
576,Anivaldo Vale,PSDB,Centro,2004,2
577,Ann Pontes,PMDB,Centro,2004,2
578,Antônio Carlos Biffi,PT,Esquerda,2004,0
579,Antonio Carlos Biscaia,PT,Esquerda,2004,0
580,Antonio Carlos Magalhães Neto,PFL,Centro-direita,2004,3
581,Antonio Carlos Mendes Thame,PSDB,Centro,2004,2
582,Antonio Joaquim,PP,Direita,2004,4
583,Ariosto Holanda,PSDB,Centro,2004,2
584,Arlindo Chinaglia,PT,Esquerda,2004,0
585,Armando Monteiro,PTB,Direita,2004,4
586,Arnaldo Faria de Sá,PTB,Direita,2004,4
587,Aroldo Cedraz,PFL,Centro-direita,2004,3
588,Asdrubal Bentes,PMDB,Centro,2004,2
589,Athos Avelino,PPS,Centro,2004,2
590,Átila Lins,PPS,Centro,2004,2
591,Augusto Nardes,PP,Direita,2004,4
592,Barbosa Neto,PSB,Centro-esquerda,2004,1
593,Benedito de Lira,PP,Direita,2004,4
594,Bernardo Ariston,PMDB,Centro,2004,2
595,Bismarck Maia,PSDB,Centro,2004,2
596,Bonifácio de Andrada,PSDB,Centro,2004,2
597,Bosco Costa,PSDB,Centro,2004,2
598,Cabo Júlio,PSC,Direita,2004,4
599,Carlito Merss,PT,Esquerda,2004,0
600,Carlos Abicalil,PT,Esquerda,2004,0
601,Carlos Dunga,PTB,Direita,2004,4
602,Carlos Eduardo Cadoca,PMDB,Centro,2004,2
603,Carlos Melles,PFL,Centro-direita,2004,3
604,Carlos Sampaio,PSDB,Centro,2004,2
605,Carlos Souza,PP,Direita,2004,4
606,Carlos Willian,PSC,Direita,2004,4
607,Celcita Pinheiro,PFL,Centro-direita,2004,3
608,Celso Russomanno,PP,Direita,2004,4
609,César Bandeira,PFL,Centro-direita,2004,3
610,César Medeiros,PT,Esquerda,2004,0
611,Cezar Silvestri,PPS,Centro,2004,2
612,Chico Alencar,PT,Esquerda,2004,0
613,Ciro Nogueira,PP,Direita,2004,4
614,Claudio Cajado,PFL,Centro-direita,2004,3
615,Cláudio Magrão,PPS,Centro,2004,2
616,Cleuber Carneiro,PFL,Centro-direita,2004,3
617,Colbert Martins,PPS,Centro,2004,2
618,Corauci Sobrinho,PFL,Centro-direita,2004,3
619,Coriolano Sales,PFL,Centro-direita,2004,3
620,Costa Ferreira,PSC,Direita,2004,4
621,Custódio Mattos,PSDB,Centro,2004,2
622,Damião Feliciano,PP,Direita,2004,4
623,Daniel Almeida,PCdoB,Esquerda,2004,0
624,Darci Coelho,PP,Direita,2004,4
625,Darcísio Perondi,PMDB,Centro,2004,2
626,Davi Alcolumbre,PDT,Centro-esquerda,2004,1
627,Deley,PV,Centro-esquerda,2004,1
628,Delfim Netto,PP,Direita,2004,4
629,Devanir Ribeiro,PT,Esquerda,2004,0
630,Dilceu Sperafico,PP,Direita,2004,4
631,Dimas Ramalho,PPS,Centro,2004,2
632,Domiciano Cabral,PSDB,Centro,2004,2
633,Dr. Evilásio,PSB,Centro-esquerda,2004,1
634,Dr. Heleno,PP,Direita,2004,4
635,Dr. Hélio,PDT,Centro-esquerda,2004,1
636,Dr. Pinotti,PFL,Centro-direita,2004,3
637,Dr. Ribamar Alves,PSB,Centro-esquerda,2004,1
638,Dr. Rodolfo Pereira,PDT,Centro-esquerda,2004,1
639,Dra. Clair,PT,Esquerda,2004,0
640,Durval Orlato,PT,Esquerda,2004,0
641,Edison Andrino,PMDB,Centro,2004,2
642,Edson Duarte,PV,Centro-esquerda,2004,1
643,Edson Ezequiel,PMDB,Centro,2004,2
644,Eduardo Barbosa,PSDB,Centro,2004,2
645,Eduardo Gomes,PSDB,Centro,2004,2
646,Eduardo Sciarra,PFL,Centro-direita,2004,3
647,Eduardo Seabra,PTB,Direita,2004,4
648,Elaine Costa,PTB,Direita,2004,4
649,Elimar Máximo Damasceno,PRONA,Direita,2004,4
650,Eliseu Padilha,PMDB,Centro,2004,2
651,Enio Bacci,PDT,Centro-esquerda,2004,1
652,Érico Ribeiro,PP,Direita,2004,4
653,Fábio Souto,PFL,Centro-direita,2004,3
654,Fernando Coruja,PPS,Centro,2004,2
655,Fernando Diniz,PMDB,Centro,2004,2
656,Fernando Ferro,PT,Esquerda,2004,0
657,Fernando Lopes,PMDB,Centro,2004,2
658,Feu Rosa,PP,Direita,2004,4
659,Francisco Appio,PP,Direita,2004,4
660,Francisco Garcia,PP,Direita,2004,4
661,Francisco Rodrigues,PFL,Centro-direita,2004,3
662,Francisco Turra,PP,Direita,2004,4
663,Gastão Vieira,PMDB,Centro,2004,2
664,Geraldo Resende,PPS,Centro,2004,2
665,Geraldo Thadeu,PPS,Centro,2004,2
666,Gervásio Oliveira,PDT,Centro-esquerda,2004,1
667,Gilberto Kassab,PFL,Centro-direita,2004,3
668,Gilberto Nascimento,PMDB,Centro,2004,2
669,Gilmar Machado,PT,Esquerda,2004,0
670,Givaldo Carimbão,PSB,Centro-esquerda,2004,1
671,Gonzaga Mota,PSDB,Centro,2004,2
672,Guilherme Menezes,PT,Esquerda,2004,0
673,Gustavo Fruet,PMDB,Centro,2004,2
674,Helenildo Ribeiro,PSDB,Centro,2004,2
675,Hélio Esteves,PT,Esquerda,2004,0
676,Henrique Afonso,PT,Esquerda,2004,0
677,Ildeu Araujo,PP,Direita,2004,4
678,Inácio Arruda,PCdoB,Esquerda,2004,0
679,Inocêncio Oliveira,PFL,Centro-direita,2004,3
680,Iriny Lopes,PT,Esquerda,2004,0
681,Iris Simões,PTB,Direita,2004,4
682,Itamar Serpa,PSDB,Centro,2004,2
683,Ivan Paixão,PPS,Centro,2004,2
684,Ivan Valente,PT,Esquerda,2004,0
685,Ivo José,PT,Esquerda,2004,0
686,Jackson Barreto,PTB,Direita,2004,4
687,Jader Barbalho,PMDB,Centro,2004,2
688,Jaime Martins,PFL,Centro-direita,2004,3
689,Jair Bolsonaro,PTB,Direita,2004,4
690,Jairo Carneiro,PFL,Centro-direita,2004,3
691,Jandira Feghali,PCdoB,Esquerda,2004,0
692,Janete Capiberibe,PSB,Centro-esquerda,2004,1
693,Jefferson Campos,PMDB,Centro,2004,2
694,João Almeida,PSDB,Centro,2004,2
695,João Batista,PFL,Centro-direita,2004,3
696,João Campos,PSDB,Centro,2004,2
697,João Castelo,PSDB,Centro,2004,2
698,João Correia,PMDB,Centro,2004,2
699,João Grandão,PT,Esquerda,2004,0
700,João Lyra,PTB,Direita,2004,4
701,João Magalhães,PMDB,Centro,2004,2
702,João Magno,PT,Esquerda,2004,0
703,João Matos,PMDB,Centro,2004,2
704,João Paulo Cunha,PT,Esquerda,2004,0
705,João Pizzolatti,PP,Direita,2004,4
706,Jonival Lucas Junior,PTB,Direita,2004,4
707,Jorge Gomes,PSB,Centro-esquerda,2004,1
708,José Carlos Araújo,PFL,Centro-direita,2004,3
709,José Carlos Elias,PTB,Direita,2004,4
710,José Carlos Machado,PFL,Centro-direita,2004,3
711,José Eduardo Cardozo,PT,Esquerda,2004,0
712,José Mentor,PT,Esquerda,2004,0
713,José Militão,PTB,Direita,2004,4
714,José Múcio Monteiro,PTB,Direita,2004,4
715,José Pimentel,PT,Esquerda,2004,0
716,José Priante,PMDB,Centro,2004,2
717,José Roberto Arruda,PFL,Centro-direita,2004,3
718,José Rocha,PFL,Centro-direita,2004,3
719,José Thomaz Nonô,PFL,Centro-direita,2004,3
720,Josias Gomes,PT,Esquerda,2004,0
721,Jovair Arantes,PTB,Direita,2004,4
722,Jovino Cândido,PV,Centro-esquerda,2004,1
723,Juíza Denise Frossard,PSDB,Centro,2004,2
724,Júlio Cesar,PFL,Centro-direita,2004,3
725,Júlio Delgado,PPS,Centro,2004,2
726,Julio Lopes,PP,Direita,2004,4
727,Julio Semeghini,PSDB,Centro,2004,2
728,Jurandir Boia,PSB,Centro-esquerda,2004,1
729,Jutahy Junior,PSDB,Centro,2004,2
730,Kátia Abreu,PFL,Centro-direita,2004,3
731,Kelly Moraes,PTB,Direita,2004,4
732,Lael Varella,PFL,Centro-direita,2004,3
733,Laura Carneiro,PFL,Centro-direita,2004,3
734,Lavoisier Maia,PSB,Centro-esquerda,2004,1
735,Léo Alcântara,PSDB,Centro,2004,2
736,Leodegar Tiscoski,PP,Direita,2004,4
737,Leonardo Mattos,PV,Centro-esquerda,2004,1
738,Leonardo Monteiro,PT,Esquerda,2004,0
739,Leonardo Picciani,PMDB,Centro,2004,2
740,Leonardo Vilela,PP,Direita,2004,4
741,Leônidas Cristino,PPS,Centro,2004,2
742,Lino Rossi,PSB,Centro-esquerda,2004,1
743,Lobbe Neto,PSDB,Centro,2004,2
744,Lúcia Braga,PT,Esquerda,2004,0
745,Luciano Leitoa,PSB,Centro-esquerda,2004,1
746,Luciano Zica,PT,Esquerda,2004,0
747,Luis Carlos Heinze,PP,Direita,2004,4
748,Luiz Alberto,PT,Esquerda,2004,0
749,Luiz Bittencourt,PMDB,Centro,2004,2
750,Luiz Carlos Santos,PFL,Centro-direita,2004,3
751,Luiz Carreira,PFL,Centro-direita,2004,3
752,Luiz Couto,PT,Esquerda,2004,0
753,Luiz Piauhylino,PTB,Direita,2004,4
754,Luiz Sérgio,PT,Esquerda,2004,0
755,Luiza Erundina,PSB,Centro-esquerda,2004,1
756,Manato,PDT,Centro-esquerda,2004,1
757,Manoel Salviano,PSDB,Centro,2004,2
758,Marcelino Fraga,PMDB,Centro,2004,2
759,Marcello Siqueira,PMDB,Centro,2004,2
760,Marcelo Castro,PMDB,Centro,2004,2
761,Marcelo Guimarães Filho,PFL,Centro-direita,2004,3
762,Marcelo Ortiz,PV,Centro-esquerda,2004,1
763,Márcio Reinaldo Moreira,PP,Direita,2004,4
764,Marcus Vicente,PTB,Direita,2004,4
765,Maria do Rosário,PT,Esquerda,2004,0
766,Maria Helena,PPS,Centro,2004,2
767,Maria Lucia,PMDB,Centro,2004,2
768,Mariângela Duarte,PT,Esquerda,2004,0
769,Mário Heringer,PDT,Centro-esquerda,2004,1
770,Mário Negromonte,PP,Direita,2004,4
771,Mauro Benevides,PMDB,Centro,2004,2
772,Mauro Passos,PT,Esquerda,2004,0
773,Milton Barbosa,PFL,Centro-direita,2004,3
774,Milton Cardias,PTB,Direita,2004,4
775,Miro Teixeira,PPS,Centro,2004,2
776,Moraes Souza,PMDB,Centro,2004,2
777,Moroni Torgan,PFL,Centro-direita,2004,3
778,Murilo Zauith,PFL,Centro-direita,2004,3
779,Narcio Rodrigues,PSDB,Centro,2004,2
780,Nazareno Fonteles,PT,Esquerda,2004,0
781,Nelson Meurer,PP,Direita,2004,4
782,Nelson Proença,PPS,Centro,2004,2
783,Neuton Lima,PTB,Direita,2004,4
784,Neyde Aparecida,PT,Esquerda,2004,0
785,Nice Lobão,PFL,Centro-direita,2004,3
786,Nilson Mourão,PT,Esquerda,2004,0
787,Nilson Pinto,PSDB,Centro,2004,2
788,Nilton Baiano,PP,Direita,2004,4
789,Odair Cunha,PT,Esquerda,2004,0
790,Odelmo Leão,PP,Direita,2004,4
791,Odílio Balbinotti,PMDB,Centro,2004,2
792,Olavo Calheiros,PMDB,Centro,2004,2
793,Orlando Desconsi,PT,Esquerda,2004,0
794,Orlando Fantazzini,PT,Esquerda,2004,0
795,Osmar Serraglio,PMDB,Centro,2004,2
796,Osório Adriano,PFL,Centro-direita,2004,3
797,Osvaldo Reis,PMDB,Centro,2004,2
798,Paes Landim,PTB,Direita,2004,4
799,Pastor Francisco Olímpio,PSB,Centro-esquerda,2004,1
800,Pastor Frankembergen,PTB,Direita,2004,4
801,Pastor Pedro Ribeiro,PMDB,Centro,2004,2
802,Pastor Reinaldo,PTB,Direita,2004,4
803,Paulo Afonso,PMDB,Centro,2004,2
804,Paulo Baltazar,PSB,Centro-esquerda,2004,1
805,Paulo Bernardo,PT,Esquerda,2004,0
806,Paulo Delgado,PT,Esquerda,2004,0
807,Paulo Lima,PMDB,Centro,2004,2
808,Paulo Magalhães,PFL,Centro-direita,2004,3
809,Paulo Rocha,PT,Esquerda,2004,0
810,Paulo Rubem Santiago,PT,Esquerda,2004,0
811,Pedro Chaves,PMDB,Centro,2004,2
812,Pedro Corrêa,PP,Direita,2004,4
813,Pedro Fernandes,PTB,Direita,2004,4
814,Pedro Henry,PP,Direita,2004,4
815,Pedro Novais,PMDB,Centro,2004,2
816,Philemon Rodrigues,PTB,Direita,2004,4
817,Pompeo de Mattos,PDT,Centro-esquerda,2004,1
818,Professor Irapuan Teixeira,PP,Direita,2004,4
819,Professor Luizinho,PT,Esquerda,2004,0
820,Professora Raquel Teixeira,PSDB,Centro,2004,2
821,Reginaldo Germano,PP,Direita,2004,4
822,Renato Casagrande,PSB,Centro-esquerda,2004,1
823,Renildo Calheiros,PCdoB,Esquerda,2004,0
824,Ricardo Barros,PP,Direita,2004,4
825,Ricardo Fiuza,PP,Direita,2004,4
826,Ricardo Izar,PTB,Direita,2004,4
827,Ricarte de Freitas,PTB,Direita,2004,4
828,Robério Nunes,PFL,Centro-direita,2004,3
829,Rodrigo Maia,PFL,Centro-direita,2004,3
830,Rogério Teófilo,PPS,Centro,2004,2
831,Romel Anizio,PP,Direita,2004,4
832,Romeu Queiroz,PTB,Direita,2004,4
833,Ronaldo Caiado,PFL,Centro-direita,2004,3
834,Ronaldo Dimas,PSDB,Centro,2004,2
835,Ronaldo Vasconcellos,PTB,Direita,2004,4
836,Rose de Freitas,PMDB,Centro,2004,2
837,Rubens Otoni,PT,Esquerda,2004,0
838,Rubinelli,PT,Esquerda,2004,0
839,Salvador Zimbaldi,PTB,Direita,2004,4
840,Saraiva Felipe,PMDB,Centro,2004,2
841,Sarney Filho,PV,Centro-esquerda,2004,1
842,Sebastião Madeira,PSDB,Centro,2004,2
843,Sérgio Caiado,PP,Direita,2004,4
844,Sérgio Miranda,PCdoB,Esquerda,2004,0
845,Sigmaringa Seixas,PT,Esquerda,2004,0
846,Silas Câmara,PTB,Direita,2004,4
847,Simão Sessim,PP,Direita,2004,4
848,Suely Campos,PP,Direita,2004,4
849,Takayama,PMDB,Centro,2004,2
850,Tarcísio Zimmermann,PT,Esquerda,2004,0
851,Tatico,PTB,Direita,2004,4
852,Telma de Souza,PT,Esquerda,2004,0
853,Terezinha Fernandes,PT,Esquerda,2004,0
854,Teté Bezerra,PMDB,Centro,2004,2
855,Thelma de Oliveira,PSDB,Centro,2004,2
856,Vander Loubet,PT,Esquerda,2004,0
857,Vanessa Grazziotin,PCdoB,Esquerda,2004,0
858,Vicente Arruda,PSDB,Centro,2004,2
859,Vicentinho,PT,Esquerda,2004,0
860,Vignatti,PT,Esquerda,2004,0
861,Vilmar Rocha,PFL,Centro-direita,2004,3
862,Virgílio Guimarães,PT,Esquerda,2004,0
863,Wagner Lago,PP,Direita,2004,4
864,Waldemir Moka,PMDB,Centro,2004,2
865,Walter Feldman,PSDB,Centro,2004,2
866,Wilson Santiago,PMDB,Centro,2004,2
867,Zarattini,PT,Esquerda,2004,0
868,Zé Geraldo,PT,Esquerda,2004,0
869,Zé Gerardo,PMDB,Centro,2004,2
870,Zé Lima,PP,Direita,2004,4
871,Zelinda Novaes,PFL,Centro-direita,2004,3
872,Zequinha Marinho,PSC,Direita,2004,4
873,Zezéu Ribeiro,PT,Esquerda,2004,0
874,Zonta,PP,Direita,2004,4
875,Agnaldo Muniz,PPS,Centro,2004,2
876,Alceu Collares,PDT,Centro-esquerda,2004,1
877,Alexandre Cardoso,PSB,Centro-esquerda,2004,1
878,Álvaro Dias,PDT,Centro-esquerda,2004,1
879,André Luiz,PMDB,Centro,2004,2
880,Angela Guadagnin,PT,Esquerda,2004,0
881,Anselmo,PT,Esquerda,2004,0
882,Antonio Cambraia,PSDB,Centro,2004,2
883,Antonio Carlos Pannunzio,PSDB,Centro,2004,2
884,Antonio Nogueira,PT,Esquerda,2004,0
885,Assis Miguel do Couto,PT,Esquerda,2004,0
886,Átila Lira,PSDB,Centro,2004,2
887,B. Sá,PPS,Centro,2004,2
888,Beto Albuquerque,PSB,Centro-esquerda,2004,1
889,Carlos Alberto Leréia,PSDB,Centro,2004,2
890,Carlos Nader,PFL,Centro-direita,2004,3
891,Carlos Santana,PT,Esquerda,2004,0
892,Cleonâncio Fonseca,PP,Direita,2004,4
893,Clóvis Fecury,PFL,Centro-direita,2004,3
894,Colombo,PT,Esquerda,2004,0
895,Confúcio Moura,PMDB,Centro,2004,2
896,Dr. Benedito Dias,PP,Direita,2004,4
897,Dr. Francisco Gonçalves,PTB,Direita,2004,4
898,Dr. Rosinha,PT,Esquerda,2004,0
899,Edna Macedo,PTB,Direita,2004,4
900,Eduardo Cunha,PMDB,Centro,2004,2
901,Eduardo Paes,PSDB,Centro,2004,2
902,Eliseu Resende,PFL,Centro-direita,2004,3
903,Enéas,PRONA,Direita,2004,4
904,Enio Tatico,PTB,Direita,2004,4
905,Enivaldo Ribeiro,PP,Direita,2004,4
906,Fátima Bezerra,PT,Esquerda,2004,0
907,Félix Mendonça,PFL,Centro-direita,2004,3
908,Fernando de Fabinho,PFL,Centro-direita,2004,3
909,Fleury,PTB,Direita,2004,4
910,Francisco Dornelles,PP,Direita,2004,4
911,Geddel Vieira Lima,PMDB,Centro,2004,2
912,Gerson Gabrielli,PFL,Centro-direita,2004,3
913,Gervásio Silva,PFL,Centro-direita,2004,3
914,Gonzaga Patriota,PSB,Centro-esquerda,2004,1
915,Henrique Eduardo Alves,PMDB,Centro,2004,2
916,Henrique Fontana,PT,Esquerda,2004,0
917,Hermes Parcianello,PMDB,Centro,2004,2
918,Homero Barreto,PTB,Direita,2004,4
919,Iara Bernardi,PT,Esquerda,2004,0
920,Ibrahim Abi-Ackel,PP,Direita,2004,4
921,Ivan Ranzolin,PP,Direita,2004,4
922,Jamil Murad,PCdoB,Esquerda,2004,0
923,João Alfredo,PT,Esquerda,2004,0
924,Jorge Alberto,PMDB,Centro,2004,2
925,Jorge Bittar,PT,Esquerda,2004,0
926,Jorge Boeira,PT,Esquerda,2004,0
927,José Borba,PMDB,Centro,2004,2
928,José Carlos Aleluia,PFL,Centro-direita,2004,3
929,José Chaves,PTB,Direita,2004,4
930,José Divino,PMDB,Centro,2004,2
931,José Ivo Sartori,PMDB,Centro,2004,2
932,José Linhares,PP,Direita,2004,4
933,José Mendonça Bezerra,PFL,Centro-direita,2004,3
934,Josias Quintal,PMDB,Centro,2004,2
935,Josué Bengtson,PTB,Direita,2004,4
936,Júlio Redecker,PSDB,Centro,2004,2
937,Júnior Betão,PPS,Centro,2004,2
938,Lindberg Farias,PT,Esquerda,2004,0
939,Luci Choinacki,PT,Esquerda,2004,0
940,Luiz Bassuma,PT,Esquerda,2004,0
941,Luiz Carlos Hauly,PSDB,Centro,2004,2
942,Luiz Dantas,PTB,Direita,2004,4
943,Luiz Eduardo Greenhalgh,PT,Esquerda,2004,0
944,Maninha,PT,Esquerda,2004,0
945,Marcelo Teixeira,PMDB,Centro,2004,2
946,Marcos Abramo,PFL,Centro-direita,2004,3
947,Maria do Carmo Lara,PT,Esquerda,2004,0
948,Marinha Raupp,PMDB,Centro,2004,2
949,Maurício Rands,PT,Esquerda,2004,0
950,Mendes Ribeiro Filho,PMDB,Centro,2004,2
951,Mendonça Prado,PFL,Centro-direita,2004,3
952,Michel Temer,PMDB,Centro,2004,2
953,Moacir Micheletto,PMDB,Centro,2004,2
954,Moreira Franco,PMDB,Centro,2004,2
955,Múcio Sá,PSB,Centro-esquerda,2004,1
956,Mussa Demes,PFL,Centro-direita,2004,3
957,Nélio Dias,PP,Direita,2004,4
958,Nelson Bornier,PMDB,Centro,2004,2
959,Nelson Marquezelli,PTB,Direita,2004,4
960,Nelson Pellegrino,PT,Esquerda,2004,0
961,Nelson Trad,PMDB,Centro,2004,2
962,Ney Lopes,PFL,Centro-direita,2004,3
963,Nicias Ribeiro,PSDB,Centro,2004,2
964,Nilton Capixaba,PTB,Direita,2004,4
965,Onyx Lorenzoni,PFL,Centro-direita,2004,3
966,Osmânio Pereira,PTB,Direita,2004,4
967,Osvaldo Biolchi,PMDB,Centro,2004,2
968,Osvaldo Coelho,PFL,Centro-direita,2004,3
969,Pauderney Avelino,PFL,Centro-direita,2004,3
970,Paulo Kobayashi,PSDB,Centro,2004,2
971,Pedro Canedo,PSDB,Centro,2004,2
972,Perpétua Almeida,PCdoB,Esquerda,2004,0
973,Promotor Afonso Gil,PDT,Centro-esquerda,2004,1
974,Rafael Guerra,PSDB,Centro,2004,2
975,Raul Jungmann,PPS,Centro,2004,2
976,Reginaldo Lopes,PT,Esquerda,2004,0
977,Renato Cozzolino,PSC,Direita,2004,4
978,Roberto Brant,PFL,Centro-direita,2004,3
979,Roberto Freire,PPS,Centro,2004,2
980,Roberto Gouveia,PT,Esquerda,2004,0
981,Roberto Jefferson,PTB,Direita,2004,4
982,Robson Tuma,PFL,Centro-direita,2004,3
983,Rommel Feijó,PTB,Direita,2004,4
984,Ronaldo Cezar Coelho,PSDB,Centro,2004,2
985,Ronivon Santiago,PP,Direita,2004,4
986,Sandra Rosado,PMDB,Centro,2004,2
987,Sandro Matos,PTB,Direita,2004,4
988,Selma Schons,PT,Esquerda,2004,0
989,Severino Cavalcanti,PP,Direita,2004,4
990,Tadeu Filippelli,PMDB,Centro,2004,2
991,Vadão Gomes,PP,Direita,2004,4
992,Vanderlei Assis,PP,Direita,2004,4
993,Vic Pires Franco,PFL,Centro-direita,2004,3
994,Vicente Cascione,PTB,Direita,2004,4
995,Vieira Reis,PMDB,Centro,2004,2
996,Walter Pinheiro,PT,Esquerda,2004,0
997,Washington Luiz,PT,Esquerda,2004,0
998,Wasny de Roure,PT,Esquerda,2004,0
999,Wladimir Costa,PMDB,Centro,2004,2
1000,Yeda Crusius,PSDB,Centro,2004,2
1001,Zenaldo Coutinho,PSDB,Centro,2004,2
1002,Zico Bronzeado,PT,Esquerda,2004,0
1003,Eliseu Moura,PP,Direita,2004,4
1004,João Carlos Bacelar,PFL,Centro-direita,2004,3
1005,Roberto Magalhães,PTB,Direita,2004,4
1006,Antonio Cruz,PTB,Direita,2004,4
1007,Arnon Bezerra,PTB,Direita,2004,4
1008,Benjamin Maranhão,PMDB,Centro,2004,2
1009,Cezar Schirmer,PMDB,Centro,2004,2
1010,Eduardo Valverde,PT,Esquerda,2004,0
1011,Iberê Ferreira,PTB,Direita,2004,4
1012,Isaías Silvestre,PSB,Centro-esquerda,2004,1
1013,Lino Rossi,PP,Direita,2004,4
1014,Mauro Lopes,PMDB,Centro,2004,2
1015,Neiva Moreira,PDT,Centro-esquerda,2004,1
1016,Pastor Amarildo,PSC,Direita,2004,4
1017,Paulo Bauer,PFL,Centro-direita,2004,3
1018,Paulo Feijó,PSDB,Centro,2004,2
1019,Paulo Pimenta,PT,Esquerda,2004,0
1020,Roberto Balestra,PP,Direita,2004,4
1021,Severiano Alves,PDT,Centro-esquerda,2004,1
1022,Silas Brasileiro,PMDB,Centro,2004,2
1023,Simplício Mário,PT,Esquerda,2004,0
1024,Joaquim Francisco,PTB,Direita,2004,4
1025,José Janene,PP,Direita,2004,4
1026,Marcondes Gadelha,PTB,Direita,2004,4
1027,Ary Vanazzi,PT,Esquerda,2004,0
1028,Hamilton Casara,PSB,Centro-esquerda,2004,1
1029,Leandro Vilela,PMDB,Centro,2004,2
1030,Miguel Arraes,PSB,Centro-esquerda,2004,1
1031,Zulaiê Cobra,PSDB,Centro,2004,2
1032,Alex Canziani,PTB,Direita,2004,4
1033,Betinho Rosado,PFL,Centro-direita,2004,3
1034,Max Rosenmann,PMDB,Centro,2004,2
1035,João Herrmann Neto,PPS,Centro,2004,2
1036,Derval de Paiva,PMDB,Centro,2004,2
1037,Valdenor Guedes,PSC,Direita,2004,4
1038,Serafim Venzon,PSDB,Centro,2004,2
1039,Vittorio Medioli,PSDB,Centro,2004,2
1040,Wilson Santos,PSDB,Centro,2004,2
1041,Miro Teixeira,PDT,Centro-esquerda,2004,1
1042,Vadinho Baião,PT,Esquerda,2004,0
1043,Damião Feliciano,PMDB,Centro,2004,2
1044,Sandes Júnior,PP,Direita,2004,4
1045,Luiz Piauhylino,PDT,Centro-esquerda,2004,1
1046,Aldo Rebelo,PCdoB,Esquerda,2004,0
1047,André Zacharow,PDT,Centro-esquerda,2004,1
1048,Ciro Nogueira,PFL,Centro-direita,2004,3
1049,Darci Coelho,PFL,Centro-direita,2004,3
1050,Fernando Gonçalves,PTB,Direita,2004,4
1051,Patrus Ananias,PT,Esquerda,2004,0
1052,Reginaldo Germano,PFL,Centro-direita,2004,3
1053,José Rajão,PSDB,Centro,2004,2
1054,Lino Rossi,PSDB,Centro,2004,2
1055,Raimundo Gomes de Matos,PSDB,Centro,2004,2
1056,Herculano Anghinetti,PP,Direita,2004,4
1057,João Herrmann Neto,PDT,Centro-esquerda,2004,1
1058,Abelardo Lupion,PFL,Centro-direita,2005,3
1059,Adão Pretto,PT,Esquerda,2005,0
1060,Adelor Vieira,PMDB,Centro,2005,2
1061,Affonso Camargo,PSDB,Centro,2005,2
1062,Agnaldo Muniz,PP,Direita,2005,4
1063,Airton Roveda,PPS,Centro,2005,2
1064,Albérico Filho,PMDB,Centro,2005,2
1065,Alberto Goldman,PSDB,Centro,2005,2
1066,Alceste Almeida,PTB,Direita,2005,4
1067,Alceu Collares,PDT,Centro-esquerda,2005,1
1068,Aldir Cabral,PFL,Centro-direita,2005,3
1069,Alex Canziani,PTB,Direita,2005,4
1070,Alexandre Cardoso,PSB,Centro-esquerda,2005,1
1071,Alexandre Maia,PMDB,Centro,2005,2
1072,Alexandre Santos,PMDB,Centro,2005,2
1073,Alice Portugal,PCdoB,Esquerda,2005,0
1074,Almerinda de Carvalho,PMDB,Centro,2005,2
1075,Almir Moura,PFL,Centro-direita,2005,3
1076,Almir Sá,PL,Centro-direita,2005,3
1077,Álvaro Dias,PDT,Centro-esquerda,2005,1
1078,Amauri Gasques,PL,Centro-direita,2005,3
1079,Ana Guerra,PT,Esquerda,2005,0
1080,André Figueiredo,PDT,Centro-esquerda,2005,1
